5	1312	368	21
5	1328	368	22
5	1344	368	22
5	1360	368	22
5	1376	368	22
5	1392	368	22
5	1408	368	23
5	2160	383	21
5	2176	383	22
5	2192	383	23
5	1328	160	21
5	1344	160	22
5	1360	160	22
5	1376	160	23
#Block Blue
5	288	352	24
5	303	352	25
5	320	352	26
5	1344	336	24
5	1360	336	25
5	1376	336	25
5	1392	336	25
5	1408	336	25
5	1424	336	25
5	1440	336	26
#Block Green
5	416	384	27
5	432	384	28
5	448	384	28
5	464	384	28
5	480	384	29
5	528	400	27
5	544	400	28
5	560	400	28
5	576	400	28
5	592	400	28
5	608	400	29
5	1280	400	27
5	1296	400	28
5	1312	400	28
5	1328	400	28
5	1344	400	28
5	1360	400	28
5	1376	400	29
5	2192	288	27
5	2208	288	28
5	2224	288	29
#Block White
5	528	320	30
5	544	320	31
5	560	320	31
5	576	320	32
#PiranhaPlant
8	1816	399	5	0
#Fire PiranhaPlant
10	376	350	6	1
10	1880	384	6	0
#pipe
6	368	384	50
6	368	400	51
6	368	416	51
6	1808	400	50
6	1808	416	51
6	1872	384	50
6	1872	400	51
6	1872	416	51
6	2272	128	50
6	2272	144	51	
6	2272	160	51
6	2272	176	51
6	2272	192	51
6	2272	208	51
6	2272	224	51
6	2272	240	51
6	2272	272	51
6	2272	288	51
6	2272	304	51
6	2272	400	51
6	2272	416	51
6	2336	400	50
6	2336	416	51
#cloud brick
1	1424	208	40
1	1440	208	40
1	1456	208	40
1	1472	208	40
1	1504	192	40
1	1520	192	40
1	1536	192	40
1	1552	192	40
1	1568	192	40
1	1584	192	40
1	1600	192	40
1	1616	192	40
1	1632	192	40
1	1648	192	40
1	1680	192	40
1	1664	192	40
1	1680	192	40	
1	1696	192	40
#wood brick
1	1520	352	41
1	1536	352	41
1	1584	416	41
1	1600	416	41
1	1616	416	41
1	1600	400	41
1	1616	400	41
1	1616	384	41
1	1680	384	41
1	1680	400	41
1	1696	400	41
1	1680	416	41
1	1696	416	41
1	1712	416	41
1	2272	384	41
1	2288	384	41
1	2272	320	41
1	2288	320	41
# ? Brick
1	192	368	43
1	208	368	43
1	240	320	43
1	256	320	43
1	432	336	43
1	672	400	43
1	720	360	43
1	1488	384	43
# Brick
1	1456	144	42
1	1968	416	42
1	1984	416	42
1	2000	416	42
1	2016	416	42
1	2032	416	42
1	2048	416	42
1	2064	416	42
1	1984	400	42
1	2000	400	42
1	2016	400	42
1	2032	400	42
1	2048	400	42
1	2064	400	42
1	2000	384	42
1	2016	384	42
1	2032	384	42
1	2048	384	42
1	2112	400	42
1	2112	416	42
1	2128	416	42
#Invisible Brick
7	630	416	99	0
7	399	416	99	0
7	518	390	99	1
7	620	380	99	1
7	2090	384	99	1
7	2136	384	99	1
7	2240	416	99	0
7	1904	416	99	0
7	376	336	99	0
7	1817	352	99	0
7	1880	338	99	0
#Red Koopa
3	580.0	360	4	0
3	2112	370	4	0
#Goomba
2	200	415	3
2	530	415	3
2	960	383	3
#Coin
9	150	366	70
9	1088	336	70
9	1120	304	70
9	1152	272	70
9	1184	240	70
9	1216	208	70
9	1344	97	70
9	1360	97	70
9	1377	97	70
9	1488	128	70
9	1504	128	70
9	1552	144	70
9	1568	144	70
9	1584	144	70
9	1600	144	70
9	1631	128	70
9	1647	128	70
9	1663	128	70
9	1679	128	70
9	1712	160	70
9	1744	128	70
9	1776	144	70	
9	1824	113	70
9	1856	144	70
#FirePlantBullet
11	0	0	60
